LSM_01	SRM_115	SBL_100	VISMINFL	VISMIN_C	ED_05	REP_20	VBR_10	CXRFLAG	CHH001_C	MARSTAT	WGHT_PER	SCF_101	SCF100_C
9	2	1	2	10	1	2	1	2	0	1	771.119	6	2
8	2	2	2	10	3	2	1	2	0	1	796.8623	6	4
7	2	2	9	99	3	2	1	2	0	1	10	6	10
9	1	2	1	6	4	2	2	2	0	3	10	1	1
8	3	2	2	10	7	2	1	2	0	1	10	1	1
9	2	2	2	10	1	2	1	2	0	3	452.5194	6	5
10	1	3	1	7	4	2	1	2	0	6	10	6	0
99	9	9	9	99	99	2	1	2	0	1	118.7698	6	5
6	3	3	2	10	7	2	1	2	0	1	1211.5055	6	0
6	3	2	2	10	4	2	1	2	0	1	468.187	6	2
6	3	1	2	10	2	2	1	2	0	5	241.0977	6	5
99	9	9	1	3	3	9	9	1	0	1	913.5781	6	999
9	1	1	2	10	2	2	1	2	0	1	1286.0279	6	4
9	1	2	9	99	2	2	2	1	0	1	649.3247	6	2
5	3	2	9	99	2	2	9	1	0	5	10	1	1
9	2	2	2	10	6	2	1	2	0	1	13.5339	6	8
10	3	3	2	10	1	2	1	1	1	1	11.682	6	7
6	2	1	9	99	2	2	1	1	3	5	1219.7482	6	2
7	3	3	2	10	2	2	1	2	0	6	2161.194	6	4
6	3	3	1	8	7	2	1	2	0	6	10	6	5
10	1	1	1	1	6	2	9	1	1	1	10	6	4
9	3	1	2	10	6	2	1	2	0	6	10	6	5
99	9	9	9	99	4	2	1	2	0	2	15.035	1	1
10	1	2	1	4	6	1	1	2	0	1	3700.0693	6	10
8	2	2	1	3	2	2	1	2	0	3	14.202	6	6
10	1	1	2	10	6	9	1	2	0	1	2556.4585	6	5
8	2	2	2	10	6	2	1	1	2	1	2545.9248	6	3
6	4	2	2	10	4	2	2	2	0	6	5828.2129	6	2
8	2	4	2	10	3	2	1	1	0	1	735.8366	6	3
99	9	9	1	5	6	2	1	1	2	5	10	6	2
10	2	1	1	7	2	2	2	1	1	1	25.1691	6	5
6	3	2	2	10	1	2	1	2	0	3	1539.1322	6	0
99	9	2	2	10	1	2	2	2	0	6	40.7683	6	2
7	3	2	2	10	99	2	1	1	1	4	452.4625	6	2
8	2	2	2	10	4	2	1	2	0	6	6293.2063	6	10
9	2	2	2	10	5	2	1	2	0	2	4398.1862	1	1
6	3	2	2	10	4	2	1	2	0	2	10	6	5
9	2	2	2	10	6	2	1	2	0	1	423.9113	6	4
9	3	3	2	10	4	2	1	2	0	1	343.4544	6	2
9	1	2	2	10	1	2	2	1	0	3	10	6	2
7	2	1	2	10	99	2	1	1	0	1	2984.6644	6	8
9	2	2	1	1	7	2	1	2	0	5	10	6	3
5	3	1	1	1	4	1	1	1	0	3	1958.5357	6	2
7	4	2	2	10	6	2	2	1	2	1	591.7376	6	3
4	3	2	1	4	2	2	1	2	0	6	2124.3248	6	6
8	1	4	1	2	6	2	1	2	0	2	5438.5127	6	3
8	2	2	2	10	3	2	1	1	1	1	10	6	4
7	1	2	1	7	2	2	1	2	0	1	10	6	10
99	9	9	9	99	99	2	2	2	0	6	4851.2393	6	4
6	4	3	2	10	6	2	1	2	0	2	1357.3399	6	6
10	2	2	2	10	7	2	1	2	0	2	2240.7606	6	5
7	1	1	9	99	1	2	1	2	0	1	10	6	5
8	3	2	1	7	1	2	2	2	0	6	10	6	4
9	1	1	1	7	7	2	2	1	3	5	10	6	3
8	1	2	2	10	2	2	2	2	0	1	1286.0279	6	2
7	2	3	1	2	6	2	2	1	1	1	1320.9561	6	2
7	4	3	2	10	7	2	1	1	0	1	2223.345	2	1
7	3	2	1	5	6	2	2	1	1	1	10	6	2
8	3	2	2	10	6	2	1	1	1	2	10	6	6
10	1	2	1	2	3	2	1	2	0	1	10	6	3
7	2	2	1	7	2	2	2	1	0	1	10	6	11
8	1	3	2	10	4	2	1	2	0	5	507.661	6	2
10	1	1	9	99	2	2	1	2	0	1	20.4318	1	1
6	2	3	1	7	6	2	1	2	0	6	15.6407	1	1
10	1	2	1	5	6	2	9	2	0	1	10	6	10
8	3	1	2	10	3	2	1	2	0	1	10	6	5
8	2	1	2	10	7	2	1	1	2	2	2276.1078	6	8
10	3	2	2	10	3	2	1	2	0	1	386.1684	1	1
8	1	4	1	7	2	2	1	1	0	1	10	6	2
9	2	2	2	10	2	9	1	1	1	2	763.6568	6	5
9	3	4	2	10	2	2	1	1	0	6	2184.0274	6	3
10	1	1	2	10	3	2	1	2	0	1	1631.3942	1	1
10	1	1	1	5	4	2	2	1	2	1	10	6	2
7	2	3	2	10	6	2	1	2	0	5	959.9244	6	3
7	2	2	2	10	7	2	1	2	0	2	1726.5581	6	2
8	1	3	2	10	7	2	1	2	0	5	224.2254	6	11
8	2	2	2	10	4	2	1	2	0	1	156.7888	6	10
9	2	2	1	7	7	2	1	2	0	1	10	6	5
9	2	2	2	10	2	2	1	2	0	6	470.4733	6	5
10	1	1	2	10	1	2	1	2	0	3	298.1997	6	10
9	1	1	1	8	2	2	1	2	0	1	10	6	0
7	2	2	2	10	6	2	1	2	0	1	1385.723	6	2
9	1	1	2	10	2	1	1	2	0	3	77.9858	6	4
8	1	1	2	10	7	2	1	2	0	1	6768.8108	6	5
9	2	1	2	10	1	2	2	2	0	5	63.509	6	0
10	1	2	1	8	7	2	1	2	0	6	10	1	1
10	1	1	1	1	1	2	1	1	2	1	45.4265	6	5
9	2	2	1	6	2	2	1	2	0	5	10	6	4
10	1	2	2	10	2	2	1	2	0	1	1582.5782	6	11
10	1	1	1	8	2	2	1	2	0	6	10	6	6
9	3	2	2	10	2	2	1	2	0	1	1351.4187	6	2
5	1	5	1	2	1	2	2	1	0	1	1796.6973	6	2
8	2	2	2	10	3	2	1	2	0	1	992.6927	6	4
8	2	2	2	10	6	2	1	2	0	3	196.0254	6	6
8	3	2	2	10	6	2	2	2	0	6	1703.4681	6	2
5	2	2	1	5	5	2	1	2	0	6	10	6	0
7	2	3	1	8	6	2	2	2	0	1	19.5222	6	3
7	3	1	2	10	1	2	1	2	0	3	740.562	6	2
10	1	1	2	10	4	2	1	2	0	1	1158.2496	6	2
8	2	1	1	5	2	9	1	1	1	1	10	6	5
7	2	3	1	8	4	2	1	1	0	1	10	6	7
1	5	5	2	10	7	2	1	2	0	1	1499.0701	6	3
6	3	5	2	10	3	2	2	2	0	6	225.7002	1	1
8	3	3	2	10	6	2	1	1	1	1	4296.3739	1	1
8	2	2	2	10	4	2	1	1	2	1	395.9692	6	2
10	1	1	2	10	7	2	1	2	0	1	1014.7496	6	5
8	3	2	2	10	4	2	1	1	1	1	245.793	6	7
5	2	2	1	4	5	2	1	1	0	1	4058.7387	6	4
0	2	3	1	5	6	2	9	2	0	6	10	1	1
8	1	2	9	99	2	2	1	2	0	5	10	6	0
8	3	1	2	10	2	2	1	2	0	3	439.9164	6	4
10	2	1	2	10	2	2	1	2	0	5	342.8879	6	11
8	3	1	2	10	99	2	1	2	0	1	332.7919	6	5
7	3	1	2	10	4	2	1	2	0	1	3422.2468	6	10
4	4	3	2	10	6	2	1	2	0	6	10	6	5
2	5	5	2	10	99	2	1	2	0	6	1606.4213	6	5
6	2	3	9	99	2	2	2	1	1	6	10	6	5
8	3	1	1	7	2	2	1	2	0	1	10	6	6
7	3	2	2	10	7	2	1	1	0	1	2626.849	6	4
9	3	1	1	1	1	2	6	2	0	6	8030.3989	6	6
8	3	3	2	10	4	2	1	1	0	1	680.8583	6	2
10	2	1	1	1	1	2	6	2	1	6	11495.2576	6	4
99	9	1	1	5	4	2	2	1	3	1	10	6	3
5	2	5	2	10	3	2	2	2	0	5	1054.9025	2	1
9	2	2	2	10	2	2	1	1	1	1	986.025	1	1
7	3	1	1	4	6	2	1	1	1	5	977.156	6	5
10	2	2	1	1	1	2	1	2	0	3	10	6	3
5	4	2	1	7	3	2	1	2	0	6	11.6326	6	5
8	1	2	1	2	5	2	2	1	0	1	47.1884	6	5
8	2	2	1	9	5	2	1	1	2	1	2610.6906	6	2
7	2	3	9	99	2	2	1	2	0	1	10	6	5
9	2	1	1	2	6	2	1	1	1	1	2159.2013	6	10
8	3	2	2	10	2	2	2	2	0	1	1260.1629	6	6
8	1	1	9	99	6	2	1	1	2	1	457.1966	6	5
7	2	1	2	10	2	2	1	2	0	3	10	6	4
8	1	2	1	6	7	2	1	2	0	1	18.3863	6	10
7	2	2	2	10	7	2	1	1	2	1	2161.2069	1	1
9	2	5	1	6	6	2	1	2	0	6	10	6	2
8	2	2	2	10	6	2	2	2	0	1	18.1729	6	2
8	3	2	1	3	5	2	2	1	2	1	3053.6366	6	2
5	1	1	2	10	1	2	9	2	0	6	1496.9797	1	1
10	1	1	1	6	1	2	2	1	2	5	3184.3639	1	1
8	2	3	1	2	2	2	2	2	0	4	13.2385	6	2
8	2	2	1	3	4	2	2	2	0	6	7209.6566	6	3
9	1	1	2	10	6	2	1	1	2	1	10	6	10
2	4	4	1	2	6	2	1	2	0	6	168.1198	6	6
9	2	1	2	10	3	2	1	1	0	1	1534.354	6	10
7	3	2	1	2	4	2	1	1	1	1	2099.5714	6	3
9	1	2	2	10	5	2	1	2	0	3	10	6	2
10	1	2	1	4	4	2	1	2	0	1	1800.4679	6	8
5	3	3	2	10	7	2	1	1	2	1	410.9851	6	6
7	1	3	1	1	2	2	2	2	0	6	10	6	4
7	1	5	1	8	7	2	2	1	1	1	19.9015	6	10
9	1	2	1	3	4	2	1	2	0	4	283.1815	6	2
7	3	2	2	10	4	2	1	2	0	3	3601.9627	6	0
3	4	4	1	2	4	2	2	2	0	6	10	6	6
10	2	2	1	6	6	2	1	1	1	1	2474.7636	1	1
3	2	3	2	10	5	2	2	2	0	5	10	6	8
8	2	2	1	6	6	2	1	2	0	5	10	6	6
6	3	4	2	10	6	2	1	2	0	2	947.2155	6	2
9	2	2	1	3	6	2	2	1	0	6	4371.5757	2	1
6	4	1	1	2	4	2	2	2	0	1	24.9198	6	2
7	3	2	2	10	7	2	1	1	1	1	2092.3373	1	1
9	1	1	2	10	5	1	1	2	0	1	1674.7491	6	10
5	5	1	2	10	4	2	1	2	0	5	170.5033	6	3
9	1	2	2	10	6	2	1	2	0	4	1010.7285	6	5
9	3	2	2	10	4	2	1	2	1	2	13.8294	2	1
9	2	3	1	7	7	2	1	2	0	6	10	6	3
9	2	1	1	7	7	2	1	2	0	5	10	6	5
9	1	4	2	10	6	2	1	2	0	2	3387.6988	6	10
9	2	2	1	3	3	2	2	1	0	1	665.0461	6	2
6	3	4	2	10	6	2	1	1	0	1	2859.6091	6	0
10	2	1	1	3	6	2	2	2	0	1	762.9939	6	4
8	1	2	1	7	3	2	1	1	0	4	10	6	5
5	4	2	2	10	7	2	1	1	2	1	6509.5424	6	6
99	9	9	9	99	99	2	1	2	0	1	10	6	2
8	3	2	2	10	2	2	1	1	1	1	2031.5211	6	2
7	3	2	1	1	2	2	1	2	0	5	10	6	4
9	1	2	1	5	1	2	6	2	0	6	12.8038	6	6
7	2	2	2	10	2	2	1	2	0	1	335.4994	6	3
7	2	2	1	2	7	2	1	2	0	6	1996.422	6	5
7	1	2	2	10	4	2	1	2	0	1	411.9999	6	0
8	2	2	1	7	7	2	1	1	1	3	10	6	3
99	1	3	9	99	7	2	2	2	0	5	10	6	6
10	2	1	2	10	3	2	1	1	0	1	652.8119	1	1
8	2	5	2	10	1	2	1	2	0	6	531.7047	6	0
7	2	2	1	3	4	2	1	2	0	3	2374.2516	6	0
6	4	3	2	10	6	2	1	2	0	6	94.4668	6	3
8	2	5	1	3	2	2	2	1	0	5	2828.7836	6	2
9	3	1	2	10	7	2	1	2	0	2	64.7796	6	3
8	4	2	2	10	1	2	2	2	0	3	527.1807	1	1
8	2	2	2	10	5	2	1	2	0	1	1006.2699	6	9
8	2	2	2	10	3	2	1	1	2	1	474.3466	6	5
10	3	5	9	99	2	2	1	2	0	6	305.4448	6	0
3	4	9	2	10	99	2	2	2	0	1	465.1129	2	1
5	3	2	9	99	2	2	1	2	0	6	64.8128	6	3
8	3	3	1	8	6	2	1	2	0	2	10	6	0
7	3	5	1	6	2	2	1	2	0	6	10	6	10
5	3	2	1	8	1	2	2	1	3	1	10	6	4
7	2	1	1	6	6	2	1	2	0	6	10	2	1
7	3	2	2	10	2	2	1	1	1	6	838.0805	1	1
10	2	1	1	1	7	2	1	2	0	1	1480.8767	6	5
8	1	2	9	99	6	2	1	1	0	4	10	6	2
5	3	4	1	7	99	2	1	1	0	1	10	6	2
6	3	2	2	10	3	2	1	2	0	6	1502.9833	6	3
7	2	2	1	9	6	2	1	2	0	6	208.8959	6	6
10	2	2	1	3	1	2	1	2	0	3	16.611	6	4
10	1	1	2	10	3	1	1	2	0	1	1649.6545	6	10
6	2	3	2	10	3	2	2	1	2	1	1701.3612	6	6
7	2	5	1	7	6	2	2	1	2	1	10	6	5
7	1	2	1	5	4	2	1	2	0	1	16.3345	6	4
7	3	3	2	10	2	2	9	2	0	4	219.2828	6	0
7	1	2	2	10	7	2	1	2	0	99	10	6	0
9	2	1	2	10	99	2	1	2	0	6	10	6	2
9	2	1	2	10	6	2	1	2	0	1	394.8077	6	0
99	9	1	1	8	2	2	2	1	0	1	22.8095	6	4
2	1	2	1	6	2	2	2	2	0	4	10	6	4
9	1	1	2	10	6	2	1	1	2	1	2661.3869	6	4
7	3	2	1	5	7	2	1	1	3	1	10	6	5
0	1	3	1	2	1	2	1	1	3	1	358.6936	6	10
7	1	2	1	6	6	2	1	2	0	5	10	6	2
8	2	2	1	7	3	2	1	1	3	1	10	6	0
8	1	5	2	10	1	2	1	2	0	1	1697.5356	2	1
7	2	1	2	10	3	2	1	2	0	1	685.1413	6	10
6	3	1	1	8	6	2	1	2	0	1	21.5914	6	5
7	2	4	1	3	6	2	1	2	0	6	1809.172	6	4
4	3	5	2	10	2	2	2	1	0	1	3455.3212	6	4
10	1	4	2	10	2	2	2	2	0	5	10	6	2
5	3	2	2	10	1	2	1	2	0	1	2051.7254	1	1
7	3	2	2	10	2	2	2	2	0	1	336.7273	6	2
5	1	1	2	10	1	2	1	2	0	3	1195.7376	2	1
5	3	9	2	10	6	2	2	2	0	6	1758.3659	1	1
9	2	1	2	10	4	2	1	1	1	4	458.7175	1	1
9	2	3	2	10	6	2	1	2	0	5	10	6	8
7	3	2	9	99	1	2	2	2	0	6	2303.2481	6	0
3	4	2	2	10	6	2	1	1	2	4	450.3353	6	2
7	3	3	1	7	4	2	1	2	0	6	13.5468	6	3
10	1	1	1	1	4	2	1	2	0	5	10	6	7
8	2	2	9	99	2	2	9	2	0	5	11.1954	6	3
9	3	2	2	10	4	2	1	2	0	1	345.8052	6	10
8	1	1	1	5	6	2	1	2	0	4	10	6	0
5	3	2	2	10	2	2	1	1	0	5	3431.7267	6	5
10	1	2	1	7	4	2	2	2	0	1	601.035	6	2
6	3	2	2	10	6	2	2	1	1	1	15.5275	2	1
10	1	1	2	10	2	2	1	1	0	1	647.479	6	0
9	2	3	1	3	4	2	1	1	2	5	11.7564	6	2
7	2	5	1	7	2	2	2	2	0	1	10	6	5
8	3	3	1	8	7	2	1	2	0	6	10	6	4
7	4	2	1	5	4	2	2	2	0	3	10	6	3
9	1	2	1	3	4	2	2	1	0	5	67.9987	6	2
10	2	1	1	1	6	2	1	1	2	1	3182.7765	6	5
7	2	2	9	99	1	2	1	2	0	6	309.7885	6	5
9	2	2	2	10	2	2	1	2	0	1	1337.26	6	0
8	2	2	2	10	7	2	1	2	0	3	897.4471	6	8
10	1	2	1	8	7	2	1	2	0	5	10	6	3
8	3	3	2	10	4	2	1	2	0	5	643.2942	6	7
7	1	2	1	8	2	2	2	1	2	1	10	6	2
1	1	2	2	10	6	2	1	2	0	1	1726.3403	6	2
10	4	2	2	10	2	2	1	2	0	5	42.9815	6	6
5	3	1	2	10	2	2	1	2	0	1	1906.8132	6	6
6	3	2	2	10	4	2	1	1	1	6	685.057	6	3
8	3	2	2	10	3	2	1	1	2	1	373.7548	6	2
7	1	1	1	9	6	2	2	1	2	5	10	6	7
8	1	1	1	6	6	2	1	2	0	6	10	6	6
6	2	3	2	10	1	2	1	2	2	1	531.4055	6	0
8	1	1	2	10	4	2	1	1	1	4	1601.3703	6	3
9	2	1	9	99	7	2	1	2	0	3	869.1243	6	10
10	1	2	1	8	99	2	2	1	2	1	15.5687	6	3
8	9	2	1	7	2	2	1	1	0	1	10	6	6
6	2	2	2	10	1	2	1	2	0	6	2631.2563	6	2
6	2	2	2	10	6	1	1	1	0	5	10	6	2
6	2	2	1	7	6	2	1	2	0	1	10	6	2
3	3	1	9	99	1	2	2	1	2	3	3330.2156	6	0
10	2	1	2	10	4	2	9	2	0	6	881.5947	6	10
7	1	5	2	10	5	2	1	2	0	1	968.3953	6	0
6	5	4	2	10	2	2	1	2	0	6	3625.8048	6	5
8	1	2	2	10	7	2	1	1	0	1	1214.502	6	4
8	1	2	2	10	6	2	2	2	0	1	589.197	6	2
99	9	9	9	99	2	2	2	2	0	3	18.8365	6	10
6	3	3	2	10	6	2	1	2	0	2	10	6	3
8	2	1	1	6	7	2	1	1	1	1	10.7439	6	6
4	4	2	2	10	1	2	1	2	0	4	716.7545	6	0
10	3	5	9	99	3	2	1	1	0	1	14.4147	6	3
0	5	2	2	10	4	2	1	1	0	1	3575.5591	6	6
8	2	2	2	10	4	2	2	2	0	1	1590.8242	6	8
9	1	1	2	10	6	2	1	1	2	1	727.6729	6	11
9	2	2	9	99	4	2	1	1	3	1	10	6	2
8	2	5	2	10	2	9	1	1	0	1	3014.5198	1	1
6	1	4	1	5	6	2	2	2	0	1	10	6	2
99	9	9	2	10	1	2	6	2	0	6	3251.998	6	6
7	1	5	1	5	4	2	2	2	0	6	10	6	3
10	2	1	1	1	6	2	2	2	0	1	613.8036	2	1
4	4	2	2	10	1	2	1	2	0	6	15.5195	6	2
10	2	2	2	10	1	2	1	2	0	1	1809.5266	6	4
9	1	2	1	7	2	2	1	2	0	1	10	6	3
7	1	2	2	10	6	2	1	2	0	1	115.9746	6	4
10	2	1	1	7	6	2	1	2	0	6	10	6	3
2	2	4	1	5	6	2	1	2	0	6	10	6	2
5	4	5	9	99	6	2	2	1	1	5	10	6	3
4	4	3	1	9	6	2	2	1	2	1	10.2375	6	3
5	4	5	1	2	2	2	2	1	3	1	418.4097	1	1
8	2	2	1	3	6	2	1	2	0	5	254.5116	6	10
8	2	2	1	6	6	2	1	2	0	2	10	6	5
99	9	1	1	5	6	2	1	2	0	6	10	6	2
7	3	2	2	10	6	2	1	1	2	1	826.851	6	4
10	2	1	1	1	2	2	2	2	0	3	10	6	2
10	3	1	2	10	1	2	1	2	0	3	51.5454	6	0
10	3	1	1	3	2	2	1	2	0	5	1764.5258	6	4
8	2	2	2	10	4	2	1	2	0	1	1711.5541	6	4
7	4	9	2	10	2	2	2	2	0	6	1843.119	6	2
4	4	2	1	2	1	2	1	2	0	5	29.5294	1	1
10	1	2	1	9	6	2	1	2	0	1	10	6	3
6	2	2	1	5	7	2	1	2	0	1	10	6	10
10	1	1	1	6	6	2	1	2	0	6	10	6	5
5	2	3	2	10	2	2	2	2	0	6	1943.6752	6	2
7	3	2	2	10	2	2	1	2	0	1	1530.2772	6	10
7	4	1	2	10	2	2	1	2	0	3	1298.1887	6	4
8	3	2	1	1	7	2	2	1	1	1	10	6	5
7	4	1	2	10	3	2	1	1	2	1	5082.7936	6	7
8	2	1	1	1	1	2	6	2	0	6	20.7259	6	5
6	3	1	9	99	1	2	1	1	0	1	12.7415	6	0
10	2	2	2	10	1	2	1	2	0	5	63.7616	1	1
8	1	1	1	5	6	2	1	2	0	1	4299.0887	6	4
6	3	3	2	10	4	2	1	2	1	6	282.9302	6	2
7	3	1	2	10	3	2	9	2	0	3	236.8486	6	3
10	2	1	2	10	3	1	1	2	0	2	7533.9449	6	4
6	3	2	2	10	2	2	1	1	0	5	464.1348	6	3
6	3	2	2	10	4	2	2	2	0	3	1914.2867	6	3
8	2	2	2	10	4	2	1	2	0	1	414.0234	6	4
8	1	1	1	5	6	2	1	1	1	1	10	6	10
9	1	2	2	10	7	1	1	1	1	6	10	6	10
8	2	3	2	10	1	2	2	2	0	6	1467.5176	6	2
99	9	5	1	7	2	2	2	1	1	1	10	6	3
7	4	2	1	7	2	2	1	2	0	1	10	2	1
8	1	1	1	5	5	2	2	1	2	1	20.1783	6	10
5	4	5	2	10	1	2	1	2	0	6	349.497	6	3
9	1	1	2	10	6	2	1	1	1	1	4961.7809	6	12
8	1	1	2	10	6	2	1	2	0	1	1275.8731	6	10
0	5	1	2	10	2	2	1	2	0	1	285.4359	1	1
9	2	2	2	10	3	1	1	2	0	1	334.5038	6	3
3	2	1	2	10	3	2	1	1	1	1	16.1222	2	1
10	1	1	2	10	2	2	1	2	0	1	1317.7292	6	2
7	3	5	2	10	6	2	1	2	0	6	1007.4132	6	6
10	2	1	1	5	7	2	1	2	0	1	10	6	2
7	3	2	2	10	3	2	1	2	0	5	85.667	6	3
7	3	5	1	7	1	2	1	2	0	3	10	6	5
7	1	5	1	3	99	2	1	2	0	6	3661.4538	6	0
9	1	1	9	99	7	9	1	2	0	1	10	6	2
9	2	1	2	10	6	2	1	2	0	1	485.1494	6	10
7	4	1	2	10	6	2	1	1	1	6	36.8743	6	10
5	2	5	1	8	4	2	1	2	0	1	10	6	6
8	1	2	2	10	6	2	1	1	0	1	27.5349	6	5
5	1	3	1	7	1	2	1	2	0	2	10	1	1
5	4	3	2	10	3	2	2	2	0	3	219.1394	6	2
8	2	2	2	10	7	2	1	2	0	6	673.331	6	3
8	2	5	1	7	2	2	1	2	2	6	10	6	4
99	9	1	1	1	6	2	9	1	0	1	3711.7684	6	11
10	2	1	1	1	3	2	2	2	0	6	2281.5688	6	0
8	2	1	1	6	4	2	1	2	0	4	10	6	3
5	2	5	2	10	1	2	9	2	0	6	2446.8756	6	3
1	1	2	2	10	4	2	2	1	0	1	3222.3026	6	0
8	2	1	2	10	6	2	1	1	2	1	952.0141	6	4
10	1	1	1	7	1	2	2	2	0	3	10	6	2
10	2	1	2	10	1	2	1	2	0	1	1325.8532	6	4
99	9	2	2	10	7	2	1	1	2	1	1997.0108	6	3
9	3	4	1	2	4	2	1	1	0	1	26.0236	6	9
8	2	2	1	7	6	2	1	2	0	2	10	6	2
99	9	9	9	99	1	2	1	1	0	5	10	6	4
8	1	1	1	5	6	2	1	1	1	1	10	6	5
0	1	2	2	10	4	2	1	2	0	1	520.447	6	11
7	2	2	2	10	7	2	1	2	0	2	10	6	4
1	5	3	2	10	4	2	1	2	1	5	17.0302	6	2
8	2	2	2	10	6	2	1	2	0	2	775.3645	6	6
8	3	2	2	10	7	2	1	1	0	1	3688.4975	6	3
6	3	2	1	8	7	2	1	2	0	5	10	6	6
7	3	2	2	10	6	2	1	1	1	1	706.636	6	3
8	1	2	2	10	7	2	1	1	0	1	686.5106	6	3
8	3	1	2	10	6	2	1	1	2	1	1825.0801	6	10
9	2	1	1	3	1	2	1	2	0	5	28.7216	6	5
5	3	1	2	10	4	2	1	2	0	6	5649.3174	6	5
6	1	1	2	10	2	9	1	2	0	1	735.293	1	1
6	3	2	1	2	2	2	2	2	0	6	103.3302	6	5
7	3	2	1	2	6	2	1	1	0	1	2997.687	6	2
10	2	1	2	10	3	2	1	2	0	1	586.0382	6	6
7	1	2	2	10	7	2	1	2	0	6	10	1	1
8	2	2	2	10	7	2	1	2	0	1	1298.4088	6	0
8	2	2	1	7	4	2	1	1	0	1	10	6	0
10	1	1	2	10	3	2	1	2	0	1	338.3897	6	6
7	3	2	1	7	1	2	2	2	0	1	10	6	3
8	2	3	1	2	6	2	1	1	2	1	10	6	5
8	1	1	1	7	7	9	1	2	0	99	10	6	999
7	1	4	1	6	2	2	1	1	1	1	11.9506	1	1
7	3	3	2	10	7	2	1	2	0	2	479.5652	6	4
10	1	2	2	10	5	2	1	2	0	1	76.2691	6	3
4	3	2	2	10	6	2	1	2	0	1	1066.4772	6	3
0	5	4	2	10	2	2	1	2	0	6	161.8316	1	1
8	2	5	2	10	6	2	2	2	0	1	587.6699	6	2
9	1	1	9	99	2	2	1	2	0	1	327.4589	1	1
8	3	1	2	10	1	2	1	2	0	1	10	6	4
9	2	2	2	10	3	9	1	2	0	1	200.7095	6	10
8	2	1	2	10	7	2	1	2	0	2	1783.462	1	1
9	2	1	2	10	2	2	1	2	0	6	4834.4064	6	9
8	1	1	2	10	6	2	1	2	0	5	10	6	2
9	3	2	9	99	7	2	1	2	0	1	656.0896	6	10
10	1	5	1	3	1	2	1	2	0	4	14.5942	6	5
7	2	3	2	10	1	2	2	2	0	6	917.3152	6	10
7	2	1	1	8	4	2	1	2	0	6	10	1	1
5	5	5	2	10	2	2	1	1	0	5	4613.5803	6	3
7	2	2	2	10	4	2	1	2	0	1	289.3941	6	5
8	3	1	2	10	4	2	1	1	3	1	246.2401	6	10
5	2	4	2	10	6	2	2	1	1	1	7101.2481	6	8
7	3	2	1	7	6	2	1	2	0	1	1504.9068	6	9
5	3	1	2	10	4	2	1	1	0	1	738.7644	6	10
6	4	2	1	2	7	2	2	2	0	6	10	6	3
4	4	3	2	10	4	2	1	2	0	6	3464.8765	6	2
6	2	4	2	10	7	2	2	2	0	6	11.3145	6	5
99	9	9	9	99	99	2	2	1	1	4	21.1471	6	3
7	3	2	2	10	6	2	1	1	2	1	351.4449	6	3
8	2	2	2	10	2	2	1	2	0	5	702.6454	6	6
7	4	3	1	2	2	2	1	2	0	1	801.1932	6	0
8	2	1	1	5	5	2	1	1	3	1	10	6	3
0	5	2	1	1	7	2	2	1	0	1	3758.133	6	3
8	1	2	2	10	5	2	1	2	0	3	268.9435	6	2
2	5	1	2	10	5	2	1	1	1	1	1741.4641	6	4
8	3	1	1	7	2	2	1	1	0	5	10	6	10
9	2	2	1	2	3	2	1	1	0	1	17.0098	6	3
8	2	2	1	5	5	2	2	2	0	6	10	6	3
5	2	2	1	1	2	2	1	2	0	3	25.5403	6	5
5	4	3	1	6	3	2	1	2	0	6	13.2605	6	3
5	1	4	9	99	2	1	1	2	0	1	478.4044	1	1
8	3	2	2	10	99	2	1	2	0	2	562.4259	6	3
7	2	3	1	8	6	2	2	2	0	6	20.8367	6	4
99	9	9	9	99	2	2	2	1	2	1	937.0367	6	0
2	5	3	1	7	6	2	2	2	0	6	1639.4633	6	3
7	4	2	2	10	6	2	2	2	0	1	1879.296	6	5
8	1	2	2	10	7	2	1	2	0	1	70.7601	6	10
5	3	5	1	7	4	2	1	2	0	5	10	6	0
7	3	1	1	3	6	2	1	2	1	6	11.5176	6	6
9	1	4	1	6	2	2	1	2	0	5	10	6	3
5	3	4	1	1	3	2	2	2	0	4	19.7969	6	0
6	3	3	9	99	7	2	1	2	0	5	13.6068	6	3
9	1	2	2	10	7	2	1	2	0	6	867.4897	6	6
9	2	1	2	10	1	2	1	2	0	3	775.8581	6	8
5	4	3	2	10	4	2	1	1	0	4	4035.3734	6	4
8	3	2	1	8	7	2	1	2	0	6	10	6	4
7	2	5	1	5	2	2	1	2	0	6	10	6	2
8	1	2	1	5	7	2	1	2	0	6	10	6	4
8	2	5	2	10	2	2	1	2	0	1	334.5038	6	0
9	1	1	2	10	7	2	1	2	0	6	1496.8527	6	5
9	2	2	2	10	5	2	1	2	0	1	344.1149	6	6
8	2	2	2	10	99	2	9	2	0	2	1442.3026	6	10
10	1	1	1	8	1	2	1	1	3	1	10	6	10
10	1	1	2	10	6	2	1	2	0	2	21.6065	6	5
99	9	9	9	99	99	2	1	1	1	1	10	1	1
8	2	1	2	10	4	2	1	2	0	6	1250.5985	6	10
5	2	1	2	10	1	2	1	2	0	5	435.9067	6	6
10	1	1	1	3	7	1	2	2	0	1	449.3916	6	2
99	9	9	9	99	4	2	9	2	0	6	350.5646	6	0
