PRSPGNDR	PPROV	PVISMIN	PHHSIZE	PHHTTINC	PLIS_05	PGEOGR	PEMPL	PDWS_10I	PEHA_05A	PEHA_05B	PDWLTYPE	PDWS_05	PDWS_10C	PDV_SHCO	PCOS_05	PDCT_05
2	"35"	2	2	35000	5	"12"	2	2	2	1	"05"	3	2	800	5	2
1	"35"	1	99	99999999999	4	"13"	1	2	2	2	"99"	1	1	9999999.99	4	2
2	"13"	9	1	44000	6	"05"	1	2	2	2	"06"	3	1	900	6	2
2	"24"	2	1	39000	8	"07"	2	2	2	2	"06"	3	2	400	9	2
2	"12"	9	3	125000	7	"03"	1	2	2	2	"01"	3	2	9999999.99	2	9
1	"95"	9	99	99999999999	4	"28"	1	2	2	2	"99"	2	4	9999999.99	4	2
1	"46"	9	5	210000	9	"18"	1	2	2	2	"01"	3	2	2100	9	1
1	"10"	9	1	99999999999	6	"01"	9	4	1	2	"99"	2	3	9999999.99	7	2
2	"35"	2	99	175000	6	"16"	1	3	2	2	"01"	3	2	1800	7	1
2	"10"	9	1	70000	8	"01"	2	2	2	2	"04"	3	2	400	8	1
1	"24"	2	2	115000	8	"08"	1	3	2	2	"06"	3	2	1100	7	2
2	"13"	9	1	49000	9	"05"	1	2	2	2	"06"	3	2	700	9	2
1	"46"	9	1	55000	6	"18"	1	2	2	2	"01"	3	2	300	4	1
1	"13"	9	1	55000	2	"06"	1	4	1	2	"06"	3	3	1100	4	2
2	"47"	9	2	110000	6	"20"	1	4	2	2	"03"	2	3	700	4	1
2	"24"	2	1	90000	4	"07"	1	3	2	2	"06"	2	3	500	4	1
2	"24"	2	1	27000	7	"08"	2	1	2	2	"06"	3	1	300	7	2
2	"24"	2	1	85000	7	"08"	2	2	2	2	"06"	3	1	500	8	2
2	"47"	9	2	75000	7	"21"	1	4	2	2	"01"	2	3	500	4	1
1	"13"	9	1	21000	6	"05"	2	1	1	2	"06"	3	1	9999999.99	8	9
2	"13"	9	1	70000	9	"06"	2	3	2	2	"01"	3	2	800	6	1
2	"35"	2	1	120000	6	"16"	2	3	2	2	"01"	2	3	600	5	1
1	"13"	9	2	65000	9	"06"	2	1	2	2	"02"	3	1	500	9	1
1	"35"	2	1	99999999999	3	"13"	1	2	2	1	"06"	3	1	9999999.99	3	2
1	"47"	9	2	46000	9	"21"	2	2	2	2	"06"	3	2	1300	9	2
1	"24"	9	4	99999999999	9	"07"	1	4	2	2	"99"	3	1	9999999.99	7	2
2	"35"	2	3	220000	8	"14"	1	1	2	2	"01"	3	2	2100	5	1
1	"12"	9	2	47000	8	"04"	2	4	2	2	"01"	3	4	400	7	1
1	"35"	2	4	160000	6	"16"	1	2	2	2	"01"	3	3	3200	7	1
1	"24"	2	1	18500	9	"08"	2	1	1	1	"06"	3	1	300	8	2
2	"13"	9	1	100000	7	"05"	1	3	2	2	"04"	3	1	700	9	2
1	"47"	9	2	57500	7	"21"	2	2	2	2	"01"	3	2	400	5	1
2	"10"	9	2	65000	9	"01"	2	1	2	2	"01"	3	1	600	9	1
1	"48"	2	2	60000	5	"24"	1	4	2	2	"02"	1	2	1600	2	2
2	"12"	9	2	370000	9	"04"	2	1	2	2	"01"	3	1	400	9	1
1	"48"	2	4	320000	7	"24"	1	2	2	2	"01"	3	1	700	8	1
1	"48"	2	5	155000	6	"23"	1	3	2	2	"01"	3	3	2000	7	1
2	"10"	9	1	25000	9	"01"	2	2	2	2	"03"	3	1	600	9	2
2	"35"	2	5	150000	7	"16"	1	3	2	2	"01"	3	2	1500	7	1
1	"24"	2	2	87500	5	"07"	2	2	2	2	"01"	3	2	700	5	1
2	"59"	9	2	90000	7	"27"	1	2	2	2	"99"	3	2	1400	6	1
2	"35"	2	1	22000	8	"13"	2	2	2	2	"05"	2	2	600	8	2
2	"24"	2	2	60000	7	"10"	2	2	2	2	"06"	3	2	500	5	1
2	"12"	9	99	34000	2	"03"	2	2	2	2	"05"	2	2	900	6	2
2	"35"	2	2	36000	5	"15"	2	2	2	2	"05"	1	3	1000	5	1
2	"13"	9	1	20000	9	"06"	2	4	2	2	"01"	2	9	600	6	2
2	"24"	9	2	29000	5	"10"	2	4	2	2	"04"	2	2	2000	2	2
2	"35"	2	2	105000	7	"15"	1	4	1	1	"03"	3	4	1500	5	2
2	"12"	9	1	22000	4	"04"	2	2	2	2	"06"	1	1	500	4	2
2	"11"	9	2	99999999999	8	"02"	1	2	2	2	"01"	3	2	9999999.99	7	1
2	"24"	2	4	140000	9	"10"	1	2	2	2	"01"	3	1	800	9	1
1	"35"	2	1	28000	4	"15"	2	1	1	1	"06"	3	2	600	9	2
1	"48"	2	1	21000	5	"23"	2	4	1	2	"06"	3	4	900	1	2
1	"59"	2	4	110000	9	"26"	1	1	1	2	"04"	3	2	2300	9	1
2	"13"	9	3	110000	6	"06"	1	1	2	2	"99"	3	1	1600	6	1
1	"48"	2	1	140000	7	"22"	1	2	2	2	"01"	3	2	600	7	1
1	"46"	9	3	145000	6	"18"	1	3	2	2	"01"	3	3	600	6	1
2	"12"	9	3	67500	9	"04"	1	1	2	2	"01"	3	1	200	7	1
1	"48"	2	1	39000	7	"24"	2	3	2	2	"01"	3	2	400	6	1
1	"47"	9	2	170000	9	"19"	1	1	2	2	"01"	3	2	600	9	1
1	"24"	2	99	60000	8	"09"	2	2	2	2	"06"	3	2	9999999.99	7	9
2	"46"	9	1	27000	7	"18"	2	2	2	2	"05"	3	2	1100	9	2
2	"48"	2	99	99999999999	1	"24"	2	4	2	2	"01"	3	2	9999999.99	2	9
2	"48"	2	2	80000	7	"24"	1	3	2	1	"01"	3	2	1800	3	1
2	"10"	9	2	55000	7	"01"	2	4	2	2	"01"	2	9	500	7	1
1	"35"	9	1	50000	9	"16"	2	2	2	2	"05"	3	2	900	8	1
1	"35"	2	2	70000	5	"15"	2	2	2	2	"05"	2	2	1100	4	2
2	"59"	1	3	31000	6	"25"	1	2	2	2	"99"	3	2	9999999.99	6	1
1	"47"	9	2	105000	9	"21"	2	2	2	2	"01"	3	2	500	9	1
2	"13"	9	3	110000	8	"05"	1	1	2	2	"01"	3	2	1800	7	1
2	"35"	2	4	250000	7	"16"	1	2	2	2	"01"	3	2	2100	9	1
2	"48"	2	2	48000	6	"24"	2	2	2	2	"99"	3	3	1300	6	2
1	"95"	9	4	200000	6	"28"	1	2	2	1	"99"	2	2	3200	6	1
2	"10"	9	4	99999999999	6	"01"	1	2	2	2	"01"	3	3	9999999.99	1	1
1	"24"	2	1	22000	9	"10"	2	2	2	2	"06"	2	4	400	9	2
2	"10"	9	2	80000	5	"01"	2	1	2	2	"01"	3	1	700	9	1
1	"24"	2	1	16500	9	"10"	2	1	2	2	"06"	3	2	300	9	2
1	"24"	1	5	155000	9	"08"	1	2	2	2	"02"	3	2	1000	9	1
2	"13"	9	1	35000	9	"05"	2	1	2	2	"05"	3	2	500	9	2
2	"12"	9	2	95000	6	"04"	1	4	2	2	"06"	2	4	900	7	2
2	"48"	9	1	99999999999	9	"22"	2	2	2	2	"05"	3	2	9999999.99	7	2
2	"13"	9	3	60000	7	"05"	1	2	2	2	"04"	3	2	800	6	2
2	"35"	2	1	24000	4	"15"	2	2	2	2	"05"	1	3	500	3	2
1	"35"	2	1	135000	9	"16"	1	1	2	2	"06"	3	1	1400	9	2
1	"59"	2	2	70000	8	"26"	1	1	2	1	"06"	2	4	1400	6	2
1	"24"	2	1	23000	6	"10"	2	2	2	2	"06"	1	3	400	5	2
1	"12"	9	1	99999999999	5	"04"	9	3	2	2	"99"	2	1	9999999.99	4	2
1	"35"	1	1	17500	9	"15"	2	1	2	2	"05"	3	1	300	9	2
2	"47"	9	2	99999999999	4	"19"	1	4	1	1	"01"	1	3	9999999.99	4	2
1	"48"	2	1	36000	6	"24"	2	1	1	1	"06"	1	3	800	4	2
1	"10"	9	99	99999999999	7	"01"	9	2	2	2	"99"	2	1	9999999.99	6	1
1	"48"	2	3	105000	5	"23"	1	2	2	1	"01"	1	2	1700	6	1
2	"35"	2	2	38000	7	"13"	2	2	2	2	"01"	3	3	500	6	1
2	"24"	2	2	34000	8	"10"	2	1	1	2	"06"	2	2	900	2	2
2	"24"	2	2	99999999999	9	"09"	1	2	2	2	"06"	3	2	9999999.99	9	2
2	"47"	9	1	99999999999	5	"20"	1	3	2	2	"06"	2	2	9999999.99	6	1
2	"13"	9	1	52500	8	"06"	1	1	2	2	"06"	3	1	900	7	2
1	"35"	2	99	23000	4	"13"	2	2	2	2	"05"	3	2	500	4	2
2	"95"	9	3	280000	7	"28"	1	2	2	2	"99"	3	1	9999999.99	7	9
2	"47"	9	1	26000	4	"21"	2	3	2	2	"99"	3	2	600	4	2
1	"24"	2	2	80000	9	"08"	2	1	2	2	"05"	3	2	1000	9	1
1	"48"	2	3	260000	6	"22"	1	2	2	2	"01"	3	3	3100	5	1
2	"46"	9	2	67500	7	"18"	1	2	2	2	"01"	3	1	9999999.99	7	9
2	"35"	2	1	31000	7	"13"	2	2	2	2	"05"	3	2	1000	7	2
2	"35"	1	2	67500	4	"15"	1	2	1	1	"03"	3	3	1500	2	2
2	"13"	9	1	23000	2	"05"	2	4	2	2	"06"	3	4	800	5	2
1	"24"	2	1	15000	6	"09"	2	2	2	2	"06"	3	2	9999999.99	7	2
2	"47"	9	4	99999999999	9	"21"	9	3	2	1	"01"	1	2	9999999.99	9	1
2	"48"	2	2	99999999999	5	"24"	1	2	2	2	"06"	2	1	9999999.99	6	2
2	"13"	9	1	29000	6	"06"	2	2	2	2	"06"	1	3	500	7	2
2	"46"	9	1	62500	8	"17"	1	4	2	2	"01"	2	2	1000	7	2
2	"12"	9	1	25000	4	"04"	2	1	2	2	"06"	3	2	1300	8	2
1	"12"	9	1	60000	7	"04"	2	2	2	2	"01"	3	2	1200	8	2
2	"24"	2	1	23000	8	"07"	9	2	2	2	"06"	3	2	1400	9	2
2	"59"	2	2	45000	7	"26"	2	1	2	2	"01"	3	1	1400	8	2
1	"24"	2	2	95000	8	"10"	1	2	2	2	"01"	3	1	900	9	2
1	"48"	1	2	77500	5	"24"	1	2	2	2	"06"	2	2	900	5	2
1	"35"	2	3	110000	7	"16"	1	1	2	2	"01"	2	3	2100	1	1
1	"24"	2	2	97500	9	"10"	1	1	2	2	"01"	3	1	800	7	1
1	"48"	2	1	240000	7	"23"	2	2	2	2	"06"	2	1	1000	7	2
2	"24"	2	1	52500	4	"10"	1	1	2	2	"06"	3	2	600	3	2
2	"35"	2	2	99999999999	2	"14"	9	1	2	2	"01"	3	2	9999999.99	4	1
1	"46"	9	5	135000	7	"18"	1	2	2	2	"01"	3	2	1900	7	1
2	"11"	9	1	23000	8	"02"	2	2	2	2	"03"	3	2	500	7	2
1	"35"	2	1	44000	7	"15"	1	3	2	2	"05"	3	2	900	7	2
2	"24"	2	1	75000	4	"10"	1	2	2	2	"01"	3	2	1100	4	1
2	"35"	2	2	140000	9	"16"	1	2	2	2	"01"	3	2	800	6	1
2	"35"	2	4	92500	7	"16"	1	2	2	2	"03"	3	2	1000	7	2
2	"59"	2	2	115000	7	"25"	2	2	2	2	"06"	3	2	700	7	1
2	"59"	1	99	77500	7	"27"	9	2	2	1	"06"	2	2	2000	6	1
2	"46"	9	3	80000	6	"17"	1	2	2	2	"01"	2	2	1400	4	1
1	"12"	9	3	99999999999	6	"03"	1	2	2	2	"99"	1	4	9999999.99	5	2
1	"59"	2	1	90000	7	"27"	1	2	2	2	"03"	3	2	1500	99	1
1	"48"	2	1	24000	4	"24"	1	2	2	2	"06"	2	2	1000	4	2
1	"47"	9	99	87500	8	"19"	1	2	1	2	"03"	2	2	9999999.99	8	2
1	"48"	2	4	410000	4	"22"	1	2	2	2	"04"	3	3	900	5	1
1	"24"	1	2	75000	8	"08"	1	2	2	2	"06"	3	2	2200	7	1
1	"10"	9	1	23000	4	"01"	2	2	2	2	"06"	1	2	700	4	2
2	"13"	9	1	24000	9	"05"	2	1	2	2	"05"	3	1	800	9	2
1	"47"	9	4	99999999999	6	"20"	1	1	2	2	"99"	3	3	9999999.99	9	1
1	"35"	2	1	100000	7	"14"	1	3	2	2	"05"	3	2	2200	5	1
1	"24"	2	2	135000	9	"07"	2	1	2	2	"99"	3	1	800	7	1
1	"24"	2	1	40000	8	"10"	1	2	2	2	"01"	3	2	1700	8	1
1	"47"	9	4	115000	6	"20"	1	2	2	2	"01"	3	1	2200	7	1
1	"59"	2	2	60000	9	"25"	2	1	2	2	"01"	3	1	200	9	1
1	"10"	9	2	43000	9	"01"	2	1	2	2	"01"	3	1	800	9	1
1	"59"	2	1	57500	8	"26"	2	2	2	2	"06"	3	1	500	4	1
2	"48"	2	1	43000	7	"24"	2	2	2	2	"01"	3	1	400	5	1
1	"46"	9	2	180000	6	"17"	1	1	2	2	"01"	3	1	600	5	1
2	"48"	1	2	65000	9	"23"	2	2	2	2	"04"	2	2	2100	9	2
2	"48"	2	1	87500	7	"24"	1	9	9	9	"01"	2	9	500	6	1
2	"59"	2	3	99999999999	6	"26"	1	4	2	2	"99"	3	2	9999999.99	5	1
2	"24"	2	3	80000	7	"07"	1	4	2	2	"06"	3	3	1700	6	2
1	"48"	9	2	46000	4	"24"	9	4	2	2	"99"	2	4	1100	1	2
1	"13"	9	2	120000	8	"06"	1	2	2	2	"01"	3	2	1300	4	1
1	"35"	1	5	95000	4	"12"	1	2	1	2	"05"	2	4	3500	5	1
1	"24"	2	4	150000	7	"07"	1	4	2	2	"01"	2	2	1400	7	1
1	"59"	1	2	100000	6	"25"	1	3	2	1	"04"	1	3	1100	6	2
1	"48"	2	2	125000	4	"24"	1	2	2	2	"01"	2	2	1200	4	2
2	"35"	2	1	48000	9	"16"	2	2	2	2	"01"	2	3	2100	9	1
1	"48"	2	1	82500	4	"24"	2	2	2	2	"05"	1	1	800	5	2
2	"11"	9	1	22000	5	"02"	2	2	2	2	"99"	2	2	0	6	2
1	"12"	9	2	99999999999	4	"03"	1	2	2	2	"05"	3	2	9999999.99	4	2
1	"24"	2	2	72500	7	"10"	1	1	2	2	"01"	3	1	200	7	1
1	"59"	1	3	90000	8	"25"	1	2	2	2	"06"	2	3	3100	5	1
1	"35"	2	1	23000	7	"15"	2	1	2	2	"06"	3	2	600	5	2
2	"48"	2	1	24000	6	"24"	2	1	1	2	"04"	3	4	1100	5	2
2	"46"	9	1	35000	8	"18"	2	1	2	2	"05"	3	1	800	8	2
1	"35"	2	2	65000	6	"12"	2	2	2	2	"05"	2	3	4000	4	1
1	"35"	2	1	77500	6	"14"	1	1	2	2	"01"	3	1	600	4	1
1	"59"	2	2	46000	3	"27"	2	3	2	1	"01"	2	3	500	99	1
1	"24"	2	2	99999999999	7	"10"	1	1	2	2	"06"	3	1	9999999.99	8	2
2	"35"	2	2	45000	4	"16"	2	2	2	2	"01"	3	2	800	6	1
1	"24"	2	1	24000	7	"08"	2	2	2	2	"06"	3	3	900	5	2
2	"46"	9	99	36000	4	"18"	2	2	2	2	"01"	2	2	200	5	1
1	"11"	9	99	99999999999	4	"02"	1	3	1	2	"99"	3	2	9999999.99	6	2
1	"35"	2	1	27000	7	"16"	2	2	2	1	"01"	3	2	800	7	1
2	"11"	9	99	99999999999	5	"02"	1	2	1	2	"99"	3	2	9999999.99	5	2
2	"24"	2	3	99999999999	7	"10"	1	2	2	2	"06"	2	2	9999999.99	7	2
1	"12"	9	1	50000	7	"04"	2	2	2	2	"02"	3	2	300	7	1
2	"13"	9	1	46000	6	"06"	2	4	2	2	"06"	2	4	1100	7	2
2	"13"	9	3	110000	6	"05"	1	1	2	2	"01"	2	1	1100	7	1
2	"10"	9	1	28000	9	"01"	2	1	2	2	"06"	3	1	500	8	2
1	"35"	2	2	155000	4	"16"	1	2	2	2	"01"	3	1	700	5	1
2	"24"	2	1	57500	1	"09"	1	2	2	2	"06"	2	2	900	4	1
2	"35"	2	1	22000	7	"15"	2	2	2	2	"06"	3	2	500	8	2
2	"11"	9	1	26000	9	"02"	2	1	2	2	"06"	3	1	200	9	2
1	"46"	9	2	150000	8	"18"	1	1	2	2	"99"	3	1	1400	6	1
1	"59"	2	1	22000	9	"27"	2	2	2	2	"06"	3	1	700	5	2
1	"35"	2	2	200000	8	"15"	1	1	2	2	"01"	3	2	2900	9	1
1	"35"	2	2	180000	7	"16"	1	2	2	2	"99"	3	2	1200	8	2
2	"24"	2	2	99999999999	7	"10"	9	2	2	2	"06"	3	2	9999999.99	7	2
2	"47"	9	1	62500	4	"20"	1	4	2	1	"06"	2	4	1300	1	2
2	"48"	2	99	99999999999	1	"22"	2	2	2	2	"99"	1	2	9999999.99	1	1
2	"12"	9	1	23000	5	"04"	2	1	2	2	"06"	3	2	900	6	2
2	"35"	2	1	32000	6	"15"	2	2	9	2	"03"	3	3	600	8	2
1	"48"	2	99	99999999999	6	"24"	9	2	9	2	"99"	3	2	9999999.99	6	2
2	"59"	2	1	29000	6	"27"	2	1	1	2	"06"	2	1	800	7	2
2	"35"	2	2	105000	7	"16"	1	2	2	2	"04"	3	2	1800	7	1
1	"11"	9	5	165000	7	"02"	1	1	2	2	"99"	3	1	2000	7	1
1	"59"	1	3	120000	5	"25"	1	2	1	9	"04"	3	2	4200	5	1
2	"12"	9	99	33000	5	"04"	9	2	1	2	"99"	3	2	800	7	2
2	"47"	9	2	240000	8	"19"	1	2	2	2	"01"	3	2	1100	7	1
2	"47"	9	1	23000	6	"21"	2	2	2	2	"05"	1	2	600	6	2
2	"13"	9	1	23000	4	"06"	2	2	2	2	"06"	2	3	600	7	2
2	"35"	2	99	97500	7	"11"	1	2	2	2	"03"	3	4	2300	1	2
1	"48"	2	1	80000	3	"24"	1	3	2	2	"99"	2	2	1000	9	2
2	"12"	9	3	110000	6	"04"	1	4	2	2	"01"	3	2	1100	6	1
1	"35"	2	1	99999999999	9	"16"	9	2	2	2	"05"	3	1	9999999.99	9	2
2	"13"	9	4	280000	6	"05"	1	2	2	2	"01"	3	1	900	7	1
2	"47"	9	99	110000	6	"19"	1	2	2	2	"03"	2	2	1000	3	2
1	"35"	2	2	50000	9	"16"	2	2	2	2	"01"	3	2	400	9	1
2	"13"	9	4	200000	9	"06"	1	2	2	2	"01"	1	2	1800	6	1
2	"35"	2	2	28000	5	"11"	2	2	1	9	"99"	1	2	9999999.99	4	9
1	"47"	9	4	67500	2	"19"	1	3	2	2	"01"	2	3	1700	2	2
1	"35"	2	1	23000	6	"16"	2	2	2	1	"05"	3	3	1000	6	2
1	"47"	9	4	270000	9	"20"	1	1	2	2	"99"	3	2	1600	4	1
2	"46"	9	1	25000	4	"18"	2	2	2	2	"06"	3	2	600	4	2
1	"59"	1	1	22000	7	"25"	2	2	2	2	"06"	3	2	500	7	2
2	"10"	9	1	50000	9	"01"	2	2	2	2	"06"	3	3	1500	9	2
2	"46"	9	2	33000	9	"18"	2	1	2	2	"05"	3	1	700	9	1
2	"35"	9	2	120000	8	"13"	9	2	2	2	"01"	3	2	1000	8	1
2	"48"	2	1	62500	4	"24"	2	2	2	2	"01"	3	1	800	7	1
2	"59"	2	1	31000	7	"27"	2	1	2	2	"03"	3	1	300	7	2
1	"12"	9	2	99999999999	9	"04"	1	2	2	2	"99"	3	3	9999999.99	8	1
2	"48"	9	99	99999999999	4	"23"	9	2	2	2	"03"	2	1	9999999.99	1	2
1	"48"	2	2	50000	4	"24"	2	3	2	2	"04"	2	2	200	4	1
2	"59"	2	99	99999999999	6	"27"	1	2	2	2	"99"	3	3	9999999.99	5	2
2	"12"	9	1	27000	8	"03"	2	1	2	2	"01"	3	1	9999999.99	8	1
2	"24"	2	1	24000	2	"10"	2	4	2	2	"06"	2	2	400	7	2
1	"59"	1	1	12500	2	"25"	1	3	9	1	"05"	2	3	1600	4	2
2	"24"	2	2	18500	7	"10"	2	3	2	2	"06"	3	3	600	9	2
2	"12"	9	1	40000	4	"03"	2	1	2	2	"06"	3	2	800	6	2
1	"35"	9	99	49000	6	"14"	2	2	2	2	"01"	2	1	9999999.99	6	9
2	"48"	2	1	90000	7	"24"	1	1	2	2	"02"	3	2	1500	5	1
2	"59"	2	2	115000	6	"27"	2	1	2	2	"01"	3	1	700	6	1
2	"47"	9	99	190000	4	"21"	1	3	1	2	"99"	3	1	1000	9	1
2	"59"	9	99	675000	9	"27"	1	1	1	1	"01"	3	3	1200	9	1
1	"13"	9	2	115000	6	"05"	1	2	2	2	"99"	2	3	1400	5	1
1	"35"	2	1	41000	7	"16"	1	2	1	2	"06"	2	2	600	5	2
2	"24"	2	1	23000	9	"09"	2	2	2	2	"06"	3	4	600	9	2
2	"24"	2	1	45000	8	"10"	1	3	2	2	"06"	1	3	700	99	2
1	"59"	2	1	51000	5	"26"	1	2	2	2	"03"	3	3	1000	6	1
2	"13"	9	1	20000	9	"05"	2	2	2	2	"05"	3	2	500	9	2
1	"48"	2	2	22000	9	"24"	2	4	2	2	"99"	1	3	200	9	1
2	"13"	9	1	22000	9	"06"	2	2	2	2	"03"	3	2	700	9	2
2	"47"	9	1	82500	8	"21"	1	1	2	2	"01"	3	1	400	8	1
1	"24"	2	1	17500	7	"09"	2	1	2	2	"06"	3	1	300	9	2
2	"13"	9	99	99999999999	8	"06"	2	3	2	2	"99"	1	9	9999999.99	8	2
2	"48"	2	1	48000	7	"24"	1	2	1	1	"01"	3	3	1300	5	1
1	"46"	9	2	90000	7	"17"	1	2	2	2	"06"	2	1	800	9	1
2	"12"	9	3	85000	7	"04"	1	2	2	2	"01"	3	2	2100	7	1
2	"47"	9	2	52500	5	"21"	2	4	2	2	"06"	1	3	1000	5	2
1	"46"	9	99	99999999999	9	"18"	9	4	1	2	"06"	1	3	9999999.99	9	2
1	"24"	2	1	50000	6	"07"	1	2	2	2	"06"	2	3	800	4	2
2	"35"	2	1	70000	4	"12"	1	2	2	2	"05"	2	3	1200	1	2
1	"24"	2	2	23000	8	"09"	2	1	1	2	"05"	3	2	500	8	2
1	"48"	2	1	97500	6	"24"	1	2	2	2	"01"	3	2	1200	5	1
2	"47"	9	3	130000	9	"20"	1	3	2	2	"01"	3	3	1900	9	1
2	"24"	2	2	57500	7	"10"	2	2	2	2	"01"	3	1	500	7	1
1	"13"	9	2	105000	8	"06"	1	2	2	2	"06"	3	1	1800	4	1
2	"11"	9	5	99999999999	5	"02"	9	2	2	2	"99"	2	2	9999999.99	5	2
1	"10"	9	1	57500	6	"01"	1	2	2	2	"01"	3	2	1600	9	1
1	"24"	2	1	130000	8	"09"	2	1	2	2	"01"	3	1	400	6	1
2	"11"	9	1	24000	7	"02"	2	2	2	2	"03"	3	1	1300	7	2
2	"10"	9	1	28000	6	"01"	2	1	2	2	"06"	3	1	500	9	2
1	"35"	2	1	99999999999	5	"14"	9	3	2	2	"06"	2	3	9999999.99	5	1
1	"35"	2	2	97500	7	"16"	1	2	2	2	"01"	3	3	2900	7	1
1	"13"	9	2	99999999999	7	"05"	2	2	2	2	"99"	3	2	9999999.99	9	1
1	"13"	9	99	140000	9	"05"	1	3	2	2	"04"	1	2	9999999.99	9	2
1	"35"	2	1	92500	7	"15"	2	2	2	2	"01"	2	2	500	4	1
1	"59"	1	3	115000	5	"25"	1	3	1	2	"06"	2	3	1900	5	2
2	"10"	9	99	99999999999	7	"01"	9	4	2	2	"03"	3	3	9999999.99	6	2
2	"48"	2	1	8500	3	"24"	2	2	1	2	"06"	2	3	1300	3	2
1	"46"	9	2	155000	4	"18"	1	2	2	2	"01"	3	2	900	4	1
2	"24"	2	1	11500	9	"09"	2	1	2	2	"06"	3	2	200	9	2
1	"13"	9	2	62500	1	"05"	1	1	1	1	"06"	1	4	700	1	2
1	"35"	2	1	17000	3	"16"	2	2	2	2	"06"	2	4	500	5	2
1	"10"	9	2	65000	9	"01"	2	2	2	2	"01"	3	1	400	7	1
1	"10"	9	99	62500	8	"01"	1	2	2	2	"01"	3	2	1200	8	2
1	"24"	2	1	52500	7	"08"	1	2	2	2	"06"	3	3	900	5	2
2	"13"	9	1	21000	7	"05"	2	2	2	2	"05"	3	2	500	7	2
1	"48"	2	1	39000	7	"22"	9	2	2	2	"06"	3	3	1200	3	2
1	"13"	9	2	230000	8	"05"	1	1	2	2	"01"	3	1	900	9	1
2	"35"	2	1	110000	6	"15"	1	1	2	1	"01"	3	1	1200	6	1
1	"47"	9	2	72500	3	"21"	2	4	2	2	"02"	1	4	1000	1	1
2	"48"	2	1	24000	6	"24"	2	1	2	2	"06"	3	2	700	4	2
2	"24"	2	1	16500	4	"09"	2	2	2	2	"06"	1	2	400	5	2
2	"10"	9	2	175000	7	"01"	9	2	2	2	"01"	3	2	700	5	1
2	"10"	9	99	55000	7	"01"	9	4	2	2	"99"	3	2	900	9	2
2	"48"	2	1	34000	9	"24"	2	3	2	2	"04"	3	1	900	9	2
2	"59"	2	2	240000	7	"25"	1	2	2	2	"01"	3	1	600	4	1
2	"35"	1	5	160000	9	"15"	1	2	2	2	"01"	3	3	2700	7	1
2	"35"	2	3	120000	2	"16"	1	4	1	2	"05"	3	3	1000	2	2
2	"10"	9	1	45000	3	"01"	9	2	2	2	"99"	1	4	800	3	2
2	"12"	9	1	80000	8	"04"	2	1	2	2	"06"	3	1	1500	9	2
2	"59"	2	1	41000	7	"27"	2	1	2	2	"06"	3	1	1100	9	2
1	"48"	1	4	85000	8	"23"	1	1	2	2	"01"	3	2	2100	9	1
1	"46"	9	2	41000	9	"18"	2	2	2	2	"01"	3	2	500	5	1
2	"35"	2	99	99999999999	6	"11"	1	3	1	2	"05"	2	2	9999999.99	3	2
1	"13"	9	2	27000	4	"06"	2	2	2	2	"06"	3	1	300	8	2
1	"48"	1	3	120000	7	"23"	1	3	2	2	"06"	2	3	1500	7	1
1	"47"	9	99	48000	4	"20"	9	2	1	1	"99"	2	3	9999999.99	5	2
2	"24"	2	1	21000	4	"07"	2	2	2	2	"06"	3	3	600	99	2
2	"59"	2	1	36000	1	"27"	1	4	2	2	"99"	1	2	700	1	2
2	"13"	9	1	21000	6	"05"	2	2	2	2	"06"	3	2	600	6	2
2	"48"	2	1	57500	5	"23"	2	2	2	2	"03"	3	2	1900	7	1
2	"59"	2	1	65000	6	"27"	1	4	1	1	"03"	1	3	1600	4	1
1	"48"	2	3	200000	5	"22"	1	1	2	2	"01"	3	1	1800	8	1
2	"48"	2	2	99999999999	3	"23"	9	2	1	1	"99"	3	3	9999999.99	5	2
1	"35"	9	99	99999999999	1	"14"	9	1	1	1	"03"	1	4	9999999.99	2	2
1	"46"	9	2	99999999999	9	"18"	9	1	1	2	"01"	3	1	9999999.99	9	2
2	"13"	9	2	80000	4	"05"	1	2	1	2	"06"	1	3	800	4	2
2	"59"	2	4	150000	7	"27"	1	1	2	2	"01"	3	4	4400	1	1
2	"47"	9	2	130000	9	"21"	2	2	2	2	"01"	1	2	1000	1	1
2	"48"	2	2	270000	6	"24"	1	2	2	2	"06"	3	2	1700	6	2
1	"47"	9	1	67500	5	"19"	1	2	2	1	"06"	1	3	900	7	2
2	"35"	2	1	27000	7	"16"	2	2	2	2	"06"	1	2	700	7	2
2	"35"	2	2	350000	6	"13"	1	1	2	2	"01"	3	2	3800	6	1
2	"10"	9	3	72500	6	"01"	1	3	1	1	"99"	3	3	9999999.99	4	2
2	"46"	9	99	99999999999	9	"18"	9	3	2	2	"06"	2	1	9999999.99	7	2
1	"48"	2	2	62500	9	"24"	2	1	2	2	"01"	3	1	0	9	2
1	"48"	2	2	100000	7	"24"	1	2	2	2	"01"	3	2	1200	7	1
1	"59"	2	1	950	3	"25"	1	4	9	1	"06"	3	1	900	8	2
2	"47"	9	3	80000	5	"20"	1	4	2	2	"03"	2	4	1600	6	1
2	"46"	9	1	39000	7	"17"	2	2	2	2	"05"	3	2	900	7	2
2	"48"	2	4	125000	4	"23"	1	4	2	2	"06"	1	2	9999999.99	4	2
