PRSPGNDR	PPROV	PVISMIN	PHHSIZE	PHHTTINC	PLIS_05	PGEOGR	PEMPL	PDWS_10I	PEHA_05A	PEHA_05B	PDWLTYPE	PDWS_05	PDWS_10C	PDV_SHCO	PCOS_05	PDCT_05
2	"12"	9	1	24000	7	"04"	2	1	2	2	"06"	3	1	700	6	2
1	"24"	2	2	95000	6	"08"	1	4	1	2	"06"	2	2	700	9	2
2	"95"	9	2	120000	6	"28"	1	2	2	2	"99"	3	1	1400	6	2
2	"35"	9	4	99999999999	7	"13"	9	2	2	2	"03"	1	2	9999999.99	4	2
2	"35"	2	2	10500	3	"15"	2	2	2	2	"03"	3	2	800	4	2
2	"24"	1	4	220000	9	"08"	1	4	2	2	"04"	3	2	500	7	1
2	"35"	2	1	77500	9	"16"	1	2	2	2	"01"	3	2	400	9	1
1	"35"	2	1	12500	3	"15"	2	2	2	2	"05"	1	2	100	4	2
1	"35"	1	5	85000	1	"11"	1	2	2	2	"03"	2	4	1500	1	2
2	"35"	2	1	57500	7	"12"	1	1	2	2	"05"	3	3	2100	4	1
1	"59"	2	4	62500	4	"25"	1	4	2	2	"06"	1	1	9999999.99	6	2
2	"59"	2	4	280000	7	"25"	1	2	2	2	"01"	2	2	3700	5	1
2	"59"	2	2	38000	4	"26"	2	2	2	2	"01"	1	9	400	4	1
2	"59"	2	1	27000	5	"25"	9	2	1	1	"06"	1	2	700	4	2
1	"35"	2	2	49000	7	"16"	1	2	1	2	"01"	3	2	2500	7	1
1	"47"	9	2	99999999999	9	"19"	2	1	2	2	"01"	3	1	9999999.99	9	1
1	"10"	9	1	30000	7	"01"	2	2	2	2	"04"	3	3	600	7	2
2	"24"	2	2	37000	9	"10"	2	2	2	2	"04"	3	2	500	9	1
2	"46"	9	1	32000	8	"17"	2	2	2	2	"01"	3	2	1200	7	1
2	"95"	9	1	105000	7	"28"	1	1	2	2	"99"	3	1	1700	5	2
1	"24"	2	2	210000	7	"08"	1	2	2	2	"02"	3	1	1900	6	1
2	"11"	9	4	175000	7	"02"	1	1	2	2	"01"	3	1	1200	7	1
2	"35"	2	2	155000	7	"14"	1	3	2	2	"01"	2	3	600	5	1
2	"10"	9	2	100000	6	"01"	1	3	2	2	"04"	3	3	1100	6	2
1	"35"	2	1	21000	6	"14"	2	2	2	2	"05"	3	2	1000	7	2
1	"46"	9	99	250000	5	"17"	1	2	2	2	"06"	2	3	2200	4	2
1	"24"	1	4	27000	7	"08"	1	2	2	2	"04"	3	2	800	7	2
1	"13"	9	2	110000	6	"05"	1	4	2	2	"01"	3	2	800	8	1
2	"12"	9	99	62500	4	"03"	1	2	1	1	"06"	2	4	1200	6	2
2	"48"	2	2	105000	7	"24"	1	1	2	2	"01"	3	1	1500	7	1
2	"12"	9	1	19000	5	"03"	2	1	2	2	"06"	3	2	900	5	2
2	"24"	2	99	25000	6	"09"	2	1	2	2	"06"	3	2	400	7	2
2	"10"	9	2	60000	8	"01"	2	2	2	2	"01"	3	3	400	9	1
2	"35"	1	2	39000	7	"12"	1	1	2	2	"05"	3	2	1000	7	2
1	"59"	2	1	24000	3	"26"	2	2	2	2	"06"	2	2	500	2	2
2	"59"	2	3	99999999999	6	"26"	9	4	1	2	"03"	3	1	9999999.99	9	2
1	"35"	1	3	175000	6	"12"	1	2	2	2	"05"	2	2	1400	7	2
1	"24"	2	2	550000	9	"07"	2	1	2	2	"01"	3	1	600	9	1
2	"59"	2	1	23000	6	"26"	2	1	1	9	"06"	3	4	1000	6	2
2	"10"	9	4	92500	5	"01"	1	4	2	2	"01"	2	2	1100	4	1
1	"10"	9	1	26000	9	"01"	2	4	2	2	"01"	3	2	800	9	1
2	"11"	9	1	26000	4	"02"	2	2	2	2	"03"	3	2	600	8	2
1	"35"	9	2	92500	9	"13"	2	1	2	2	"99"	3	2	1100	9	1
2	"35"	2	1	17500	7	"16"	2	2	2	2	"06"	3	2	500	7	2
2	"10"	9	2	36000	7	"01"	2	1	2	2	"01"	3	1	300	9	1
2	"35"	2	2	90000	9	"15"	1	4	2	2	"01"	3	4	1500	5	1
1	"13"	9	2	67500	5	"05"	9	1	2	2	"06"	3	3	900	4	2
1	"24"	2	1	52500	8	"10"	2	2	2	2	"01"	3	1	400	9	1
1	"13"	9	1	39000	7	"05"	2	2	2	2	"06"	3	1	800	7	2
2	"10"	9	1	42000	7	"01"	2	3	2	2	"04"	1	2	800	4	2
2	"12"	9	99	380000	5	"04"	1	4	2	2	"01"	3	2	500	5	1
1	"24"	2	1	92500	7	"09"	2	2	2	1	"01"	3	2	1600	6	1
1	"24"	2	2	60000	9	"10"	1	1	2	2	"01"	3	1	700	7	1
1	"95"	9	1	70000	7	"28"	1	2	2	2	"99"	2	2	400	6	1
2	"95"	9	2	99999999999	7	"28"	1	3	2	2	"99"	1	4	9999999.99	4	1
2	"59"	1	1	42000	8	"25"	1	2	2	2	"06"	3	2	3300	8	1
2	"47"	9	1	22000	4	"21"	2	2	2	2	"05"	3	2	600	4	2
1	"35"	2	2	105000	8	"16"	1	1	2	2	"01"	3	1	700	9	1
1	"35"	2	2	80000	7	"11"	2	1	2	2	"99"	3	1	600	7	1
2	"12"	9	99	99999999999	6	"03"	1	1	1	9	"06"	2	2	9999999.99	3	2
2	"35"	2	3	110000	5	"12"	1	2	9	1	"01"	3	4	3800	4	1
2	"24"	2	99	99999999999	7	"09"	9	2	2	2	"99"	3	2	9999999.99	7	1
1	"35"	1	4	400000	9	"16"	1	2	2	2	"01"	3	3	2300	7	1
2	"24"	2	1	44000	7	"10"	1	2	2	2	"06"	2	2	600	6	2
1	"11"	9	2	99999999999	6	"02"	9	3	2	2	"01"	2	3	9999999.99	6	1
1	"46"	9	1	32000	99	"17"	2	2	2	2	"06"	2	2	1000	99	2
1	"24"	1	4	195000	9	"08"	1	2	2	2	"02"	3	2	1800	5	1
1	"11"	9	99	99999999999	6	"02"	9	2	1	1	"01"	3	3	9999999.99	1	2
2	"24"	2	1	21000	9	"10"	2	2	2	2	"06"	3	3	800	9	2
2	"12"	9	3	105000	6	"03"	1	3	1	1	"01"	2	2	2000	5	1
1	"48"	1	5	120000	7	"22"	1	2	2	2	"01"	3	3	2400	7	1
2	"24"	2	1	25000	9	"10"	2	1	2	2	"01"	3	1	800	9	2
2	"59"	9	5	150000	7	"27"	1	2	2	1	"01"	2	2	1200	6	1
1	"46"	9	1	47500	8	"17"	2	2	2	2	"01"	3	1	400	9	1
2	"35"	2	1	24000	3	"13"	2	2	2	2	"06"	3	2	700	5	1
1	"35"	2	1	23000	7	"14"	2	2	2	2	"06"	3	2	700	7	2
2	"13"	9	99	99999999999	9	"06"	9	4	2	2	"99"	3	3	9999999.99	5	2
2	"59"	2	2	65000	7	"27"	1	1	2	2	"01"	3	1	500	7	2
1	"59"	2	2	38000	1	"27"	2	1	2	2	"01"	3	1	1100	4	2
1	"10"	9	2	130000	4	"01"	2	2	2	2	"01"	3	1	700	5	1
2	"24"	9	99	115000	9	"07"	9	2	2	2	"04"	3	2	1500	9	1
2	"24"	2	1	22000	7	"10"	2	1	2	2	"06"	3	2	400	4	2
2	"24"	2	1	23000	8	"10"	2	2	2	2	"06"	3	2	500	8	2
1	"46"	9	1	33000	8	"18"	2	2	2	2	"06"	3	1	700	7	2
1	"48"	9	99	99999999999	6	"22"	1	3	1	2	"01"	2	3	9999999.99	5	1
2	"59"	2	1	19000	6	"27"	2	2	1	2	"03"	3	1	400	5	2
2	"24"	2	3	130000	8	"09"	1	2	2	2	"01"	2	1	1400	8	1
2	"10"	9	2	99999999999	4	"01"	1	2	1	2	"04"	3	1	9999999.99	4	2
2	"47"	9	1	99999999999	4	"19"	1	3	2	1	"99"	1	2	9999999.99	4	9
2	"59"	2	2	120000	9	"26"	1	2	2	2	"02"	3	1	1100	8	1
1	"12"	9	1	60000	9	"04"	1	1	2	2	"01"	3	1	400	9	1
1	"35"	2	1	77500	5	"16"	1	2	2	2	"06"	3	3	900	5	2
2	"35"	2	1	33000	4	"13"	2	2	2	2	"05"	3	2	700	5	2
2	"35"	9	4	99999999999	6	"13"	1	4	2	1	"99"	3	3	9999999.99	7	1
1	"24"	9	99	85000	7	"10"	1	2	2	2	"06"	2	2	9999999.99	7	9
2	"46"	9	2	99999999999	1	"18"	1	4	1	1	"99"	1	2	9999999.99	1	2
2	"13"	9	2	90000	8	"05"	2	2	2	2	"01"	3	2	400	4	1
2	"24"	2	2	33000	7	"09"	9	1	2	2	"06"	3	1	300	7	2
2	"59"	2	1	25000	4	"27"	2	2	2	2	"03"	3	2	900	4	2
2	"95"	9	3	195000	1	"28"	1	4	1	2	"99"	1	4	4200	2	1
1	"24"	2	2	220000	8	"08"	1	2	2	2	"06"	3	2	1900	9	2
2	"46"	9	3	125000	6	"18"	1	2	1	2	"99"	3	2	1800	6	1
1	"59"	2	1	75000	7	"26"	1	2	2	2	"06"	3	1	800	6	2
1	"47"	9	4	120000	7	"19"	1	2	2	2	"03"	3	4	1500	7	2
1	"47"	9	99	36000	4	"19"	2	4	2	1	"99"	2	2	900	4	2
1	"35"	2	2	95000	9	"11"	2	2	2	2	"05"	3	1	1000	9	1
1	"59"	2	2	40000	8	"26"	2	2	2	2	"03"	3	2	9999999.99	8	2
2	"59"	1	99	99999999999	2	"26"	1	4	1	1	"06"	1	4	9999999.99	1	1
1	"35"	2	4	210000	6	"12"	1	2	1	1	"01"	2	2	3100	7	1
2	"59"	2	2	52500	7	"25"	2	1	1	1	"05"	3	2	600	7	1
1	"35"	2	2	92500	8	"16"	2	2	2	2	"01"	1	1	2400	7	1
2	"12"	9	2	67500	9	"04"	2	1	2	2	"06"	3	2	1100	9	2
1	"12"	9	1	45000	9	"04"	1	1	2	2	"01"	3	1	1200	9	1
2	"46"	9	2	67500	7	"18"	1	3	2	2	"01"	3	4	800	5	1
2	"35"	2	2	155000	9	"12"	1	1	2	2	"01"	3	1	700	5	1
1	"35"	2	1	80000	7	"16"	2	2	2	2	"06"	2	1	900	7	2
2	"59"	1	2	110000	8	"25"	2	1	2	2	"01"	3	1	800	7	1
1	"24"	2	4	155000	8	"09"	1	2	2	2	"04"	3	2	1200	5	1
1	"10"	9	99	95000	4	"01"	1	3	2	1	"01"	3	3	500	6	1
2	"12"	9	99	99999999999	5	"03"	2	4	1	1	"05"	2	4	9999999.99	5	2
2	"35"	2	1	52500	7	"12"	2	2	2	2	"01"	3	2	600	6	1
2	"48"	2	1	99999999999	4	"22"	1	2	2	2	"06"	3	2	9999999.99	4	2
2	"12"	9	2	34000	5	"04"	1	1	2	2	"01"	3	2	500	9	1
1	"59"	2	3	99999999999	7	"25"	1	2	2	2	"03"	2	1	9999999.99	7	2
2	"35"	2	2	43000	7	"16"	2	3	2	2	"06"	3	3	1100	9	2
2	"12"	9	1	28000	1	"04"	2	4	2	2	"99"	3	3	700	7	1
2	"47"	9	99	99999999999	9	"21"	1	2	2	2	"01"	1	1	9999999.99	9	1
1	"11"	9	2	67500	9	"02"	2	1	2	2	"99"	3	1	1500	99	2
1	"12"	9	1	55000	8	"04"	2	2	2	2	"06"	3	2	1500	8	2
1	"35"	2	4	180000	7	"14"	1	3	2	2	"01"	2	2	1900	4	1
1	"13"	9	99	99999999999	1	"06"	9	2	1	2	"06"	3	4	9999999.99	1	9
2	"24"	2	2	100000	9	"10"	2	2	2	2	"01"	3	2	300	9	1
2	"12"	9	2	99999999999	4	"04"	9	2	2	2	"02"	2	2	9999999.99	6	2
2	"35"	2	2	99999999999	8	"16"	1	4	2	2	"03"	3	1	9999999.99	9	2
2	"47"	9	1	33000	6	"21"	2	2	2	2	"06"	3	3	700	7	1
2	"48"	9	99	99999999999	4	"22"	2	2	2	2	"03"	1	3	9999999.99	4	2
1	"13"	9	2	62500	8	"06"	2	1	2	2	"01"	3	1	700	8	1
2	"47"	9	99	120000	8	"19"	1	2	2	2	"01"	2	2	1900	4	1
1	"13"	9	4	145000	9	"05"	1	1	2	2	"01"	3	1	1600	9	1
1	"24"	2	1	21000	6	"10"	2	2	2	2	"06"	3	1	200	7	2
2	"46"	9	2	44000	7	"18"	2	2	2	2	"99"	3	3	400	5	1
1	"59"	2	2	67500	4	"27"	1	2	2	2	"01"	3	2	400	8	1
1	"35"	9	99	99999999999	4	"14"	1	4	1	2	"99"	2	2	9999999.99	7	2
2	"24"	2	99	99999999999	3	"09"	9	2	1	9	"06"	1	4	9999999.99	3	2
2	"11"	9	99	99999999999	4	"02"	1	3	1	2	"01"	2	3	9999999.99	9	2
1	"59"	2	1	62500	1	"25"	2	2	2	2	"06"	2	2	1100	2	2
1	"46"	9	2	77500	8	"18"	9	2	2	2	"99"	3	2	600	8	1
2	"48"	1	99	99999999999	8	"22"	9	2	1	2	"03"	3	2	9999999.99	6	2
1	"47"	9	4	99999999999	8	"21"	1	2	2	2	"99"	3	1	9999999.99	9	2
1	"12"	9	99	31000	7	"03"	2	3	2	2	"99"	2	4	1000	4	2
2	"11"	9	4	280000	8	"02"	1	2	1	1	"01"	3	2	1300	7	1
2	"13"	9	1	99999999999	9	"06"	2	2	2	2	"06"	2	2	9999999.99	9	2
1	"48"	2	2	51000	7	"24"	1	1	2	2	"01"	3	2	2200	9	1
2	"35"	2	1	9250	99	"14"	9	4	9	9	"99"	3	2	300	7	2
1	"48"	1	5	170000	8	"23"	1	2	2	2	"01"	3	2	2900	9	1
2	"10"	9	1	10500	4	"01"	9	4	1	2	"01"	2	1	9999999.99	6	9
2	"12"	9	4	99999999999	9	"04"	9	3	1	2	"99"	1	4	9999999.99	4	2
1	"59"	2	2	70000	5	"26"	1	4	2	2	"06"	1	2	900	4	2
2	"48"	2	1	24000	7	"24"	2	1	2	2	"06"	3	1	600	9	2
1	"46"	9	1	12500	8	"17"	2	2	2	2	"05"	3	2	0	7	2
2	"46"	9	2	99999999999	9	"18"	2	1	2	2	"01"	3	1	9999999.99	9	1
2	"11"	9	4	150000	2	"02"	1	4	1	1	"99"	1	2	900	2	2
1	"47"	9	3	220000	1	"20"	1	2	1	2	"01"	2	2	800	7	1
1	"35"	2	1	99999999999	5	"11"	1	4	2	2	"05"	2	3	9999999.99	4	2
2	"46"	9	1	67500	6	"18"	2	1	2	2	"02"	3	2	400	9	1
1	"59"	2	1	85000	9	"25"	2	1	2	2	"01"	3	1	600	9	1
2	"10"	9	1	24000	9	"01"	2	2	2	2	"02"	3	1	600	9	2
2	"13"	9	2	200000	7	"05"	2	2	2	2	"99"	3	1	800	6	1
1	"35"	2	2	97500	6	"13"	1	4	2	2	"05"	1	4	1400	4	2
1	"35"	2	1	16000	9	"16"	2	2	2	2	"04"	3	2	900	9	2
1	"47"	9	2	52500	9	"21"	2	2	2	2	"01"	3	2	1300	6	1
1	"35"	2	2	65000	9	"14"	9	1	2	2	"99"	3	1	700	9	1
2	"10"	9	3	99999999999	8	"01"	1	2	2	2	"01"	2	1	9999999.99	99	1
1	"59"	2	1	21000	8	"25"	2	3	2	2	"05"	3	2	500	8	2
2	"48"	2	1	37000	9	"24"	2	1	2	2	"02"	2	1	400	9	1
1	"24"	2	1	57500	6	"10"	2	3	2	2	"01"	3	2	400	8	1
2	"10"	9	1	24000	9	"01"	2	1	2	2	"06"	3	3	400	9	2
2	"59"	2	99	99999999999	6	"26"	9	1	2	2	"06"	3	1	9999999.99	4	2
2	"11"	9	99	99999999999	7	"02"	1	2	2	2	"01"	3	3	9999999.99	5	1
2	"24"	2	1	52500	8	"07"	2	1	2	2	"06"	3	3	700	5	2
2	"13"	9	99	95000	2	"06"	1	4	2	2	"99"	3	2	1700	3	1
1	"95"	9	1	125000	6	"28"	1	4	2	2	"99"	3	4	1500	6	2
2	"24"	2	2	99999999999	6	"09"	2	1	2	2	"02"	3	2	9999999.99	7	1
1	"46"	9	2	92500	8	"17"	2	2	2	2	"02"	3	3	900	6	1
1	"48"	2	1	85000	7	"24"	2	4	2	1	"06"	2	2	800	7	2
1	"35"	2	99	92500	6	"16"	9	1	2	2	"99"	3	2	1200	5	2
1	"11"	9	99	99999999999	8	"02"	9	2	2	2	"99"	2	2	9999999.99	9	1
2	"11"	9	1	22000	9	"02"	2	2	2	2	"03"	3	2	1300	9	2
1	"11"	9	2	125000	4	"02"	1	2	2	1	"01"	1	2	500	4	1
1	"35"	2	99	120000	8	"13"	9	2	2	2	"01"	3	4	3300	7	1
2	"35"	9	99	80000	3	"15"	9	4	1	2	"03"	3	2	500	1	2
1	"35"	2	1	19000	7	"16"	2	2	2	2	"06"	3	2	500	7	2
1	"11"	9	99	105000	5	"02"	9	3	2	2	"99"	3	2	600	6	1
1	"35"	1	1	22000	9	"12"	2	2	2	2	"05"	2	3	800	5	2
1	"47"	9	1	99999999999	8	"19"	1	4	2	2	"06"	1	4	9999999.99	6	2
1	"59"	2	2	97500	9	"27"	2	3	2	2	"01"	3	1	500	5	1
2	"35"	2	4	99999999999	9	"14"	1	1	2	2	"01"	3	3	9999999.99	9	2
2	"35"	2	99	99999999999	7	"13"	9	4	2	2	"06"	1	2	9999999.99	4	2
2	"48"	1	99	99999999999	7	"23"	9	2	2	2	"03"	3	2	9999999.99	9	2
2	"10"	9	2	62500	9	"01"	1	1	2	2	"01"	3	1	1300	9	1
2	"47"	9	99	72500	5	"21"	1	2	2	2	"99"	3	2	9999999.99	7	9
2	"59"	2	2	99999999999	7	"27"	1	1	1	2	"06"	3	2	9999999.99	8	2
1	"35"	2	4	155000	7	"16"	1	3	2	2	"01"	3	2	1600	6	1
2	"35"	2	3	67500	6	"16"	1	3	2	2	"03"	1	3	2000	4	1
1	"10"	9	2	37000	9	"01"	2	2	2	2	"01"	3	2	700	8	1
2	"48"	2	2	31000	6	"24"	1	2	2	2	"03"	3	1	1500	7	2
1	"59"	2	1	72500	9	"26"	9	1	2	2	"06"	3	4	1000	9	2
2	"12"	9	2	130000	7	"03"	2	2	2	2	"01"	3	2	700	7	1
1	"95"	9	4	270000	8	"28"	1	2	2	2	"99"	2	1	4000	6	1
2	"12"	9	1	5500	8	"04"	2	2	1	2	"06"	3	2	600	8	2
1	"13"	9	2	99999999999	8	"06"	1	2	1	9	"06"	3	3	9999999.99	6	2
1	"10"	9	99	99999999999	6	"01"	9	3	1	1	"99"	3	3	9999999.99	6	1
1	"47"	9	99	200000	9	"21"	1	2	2	2	"01"	3	2	2500	9	1
2	"35"	1	2	50000	6	"12"	1	4	1	2	"06"	2	4	1600	5	2
1	"11"	9	2	130000	7	"02"	1	2	2	2	"06"	2	2	1400	4	2
1	"48"	2	1	55000	7	"23"	2	4	2	2	"01"	3	3	500	7	1
1	"95"	9	99	99999999999	8	"28"	9	1	2	2	"99"	2	3	9999999.99	4	2
2	"10"	9	99	6250	6	"01"	9	2	2	2	"04"	3	1	800	4	2
1	"46"	9	2	55000	9	"17"	2	1	2	2	"01"	3	1	600	9	1
2	"24"	2	3	115000	9	"10"	1	4	2	2	"01"	3	1	900	7	1
1	"48"	2	2	135000	8	"23"	1	1	2	2	"01"	3	1	600	6	1
2	"35"	2	1	92500	8	"16"	1	2	2	2	"01"	3	2	1000	3	1
1	"35"	2	2	62500	9	"11"	2	2	2	2	"06"	3	1	9999999.99	9	2
1	"59"	2	99	99999999999	8	"26"	9	2	2	2	"99"	3	3	9999999.99	6	2
1	"48"	2	2	80000	8	"24"	1	1	2	2	"01"	3	1	400	9	1
2	"46"	9	1	50000	8	"18"	1	2	2	2	"01"	3	2	500	9	1
2	"47"	9	1	28000	6	"21"	2	2	2	2	"03"	3	2	500	6	2
1	"35"	2	2	52500	9	"16"	1	2	2	2	"06"	3	2	1000	9	2
2	"47"	9	99	115000	4	"21"	1	2	1	2	"99"	1	2	900	3	1
2	"12"	9	1	22000	4	"04"	2	1	2	2	"01"	3	1	500	4	1
2	"10"	9	2	125000	7	"01"	1	2	2	2	"02"	3	1	1500	6	1
2	"12"	9	2	90000	7	"04"	1	2	2	2	"01"	3	2	500	7	1
2	"24"	2	3	85000	4	"10"	1	4	2	2	"01"	1	1	700	9	2
2	"47"	9	99	99999999999	8	"21"	9	3	2	2	"01"	3	2	9999999.99	7	2
1	"13"	9	2	99999999999	4	"05"	1	3	2	2	"01"	3	2	9999999.99	4	1
1	"59"	2	2	36000	8	"26"	2	1	2	2	"03"	3	1	700	9	2
2	"59"	1	1	105000	9	"25"	2	4	2	2	"03"	3	2	2400	9	1
2	"24"	2	2	60000	9	"10"	1	2	2	2	"01"	3	2	400	6	1
2	"35"	2	1	24000	9	"16"	2	1	2	2	"06"	3	1	500	9	2
1	"47"	9	3	60000	6	"20"	1	2	2	2	"06"	2	4	1100	6	2
1	"35"	2	3	57500	2	"11"	1	2	2	1	"99"	1	4	1400	4	1
1	"35"	2	2	97500	3	"13"	2	1	2	2	"02"	3	1	1000	4	1
1	"46"	9	5	180000	6	"17"	1	2	2	2	"03"	2	2	2200	8	1
2	"35"	2	1	57500	5	"15"	2	2	2	2	"01"	3	2	800	7	1
2	"10"	9	2	87500	9	"01"	2	1	2	2	"01"	3	2	200	7	1
1	"35"	2	1	45000	6	"16"	1	2	2	2	"05"	3	1	1000	4	2
1	"13"	9	2	82500	6	"06"	1	1	2	2	"06"	2	3	1100	5	2
2	"59"	2	4	200000	7	"26"	1	2	2	2	"04"	3	2	4100	7	1
2	"24"	2	1	16500	7	"09"	2	4	1	1	"01"	3	2	500	1	2
2	"11"	9	99	99999999999	6	"02"	1	3	1	1	"99"	3	3	9999999.99	4	2
2	"47"	9	5	85000	6	"21"	1	2	1	2	"01"	3	2	600	4	1
2	"12"	9	1	45000	4	"03"	1	2	2	2	"03"	2	2	1400	5	2
2	"46"	9	5	130000	7	"18"	1	2	2	2	"01"	3	2	2100	8	1
2	"46"	9	4	190000	7	"18"	1	9	2	2	"01"	2	2	400	6	1
2	"47"	9	3	155000	7	"19"	1	2	2	2	"01"	3	3	1700	7	1
1	"13"	9	1	22000	9	"06"	2	2	2	2	"06"	3	2	600	7	2
2	"10"	9	1	22000	4	"01"	2	2	2	2	"06"	3	2	500	6	2
1	"47"	9	2	140000	5	"21"	2	1	2	2	"01"	3	1	1800	8	1
2	"35"	2	2	125000	9	"11"	9	1	2	2	"05"	3	2	2000	1	2
2	"48"	2	1	23000	2	"24"	2	4	1	1	"05"	1	2	400	3	2
1	"10"	9	99	210000	7	"01"	1	2	2	2	"04"	3	2	2400	7	2
2	"48"	2	2	135000	7	"24"	1	1	2	2	"01"	3	2	1300	8	1
2	"46"	9	1	47000	8	"17"	1	1	2	2	"05"	3	1	900	5	2
2	"24"	2	1	22000	6	"07"	2	2	1	2	"06"	3	3	400	1	2
2	"13"	9	1	23000	4	"05"	2	2	2	2	"01"	3	1	500	7	1
1	"12"	9	2	85000	3	"03"	9	3	1	1	"01"	1	3	600	3	1
1	"10"	9	1	25000	9	"01"	2	3	2	2	"01"	2	2	400	9	1
1	"11"	9	2	210000	9	"02"	1	3	2	2	"01"	2	3	800	6	1
2	"10"	9	2	110000	9	"01"	2	2	2	2	"04"	3	2	300	9	1
1	"10"	9	2	220000	5	"01"	1	4	2	2	"99"	1	4	1800	5	1
2	"24"	2	3	99999999999	4	"10"	1	2	2	1	"06"	2	1	9999999.99	7	2
1	"35"	2	1	99999999999	2	"15"	9	2	2	2	"05"	1	2	9999999.99	3	2
1	"95"	9	99	99999999999	5	"28"	9	4	2	2	"99"	2	2	9999999.99	5	2
1	"59"	2	2	230000	9	"26"	2	1	2	2	"01"	3	1	500	9	1
1	"10"	9	5	99999999999	6	"01"	1	2	2	2	"99"	2	2	9999999.99	8	2
2	"59"	2	2	77500	5	"27"	1	3	2	2	"01"	1	3	1300	8	1
2	"59"	2	2	21000	8	"27"	1	1	2	2	"02"	2	1	400	8	1
2	"35"	2	5	99999999999	9	"13"	1	1	2	2	"99"	3	1	9999999.99	9	9
1	"13"	9	1	21000	7	"05"	2	1	2	2	"01"	3	1	200	8	1
1	"46"	9	2	99999999999	5	"18"	1	4	2	2	"01"	1	2	9999999.99	4	1
2	"95"	9	2	47000	2	"28"	2	2	1	1	"99"	2	2	700	1	2
1	"24"	9	99	99999999999	6	"09"	9	3	2	2	"99"	2	3	9999999.99	6	9
1	"48"	2	2	125000	5	"24"	1	4	2	2	"02"	3	3	600	7	1
1	"12"	9	1	90000	9	"03"	1	2	2	2	"01"	3	1	500	9	1
1	"12"	9	99	99999999999	6	"04"	1	4	2	2	"99"	3	2	9999999.99	6	1
2	"24"	1	99	115000	7	"08"	2	2	2	2	"04"	3	2	1200	99	2
1	"59"	2	2	160000	7	"27"	1	2	2	2	"03"	3	2	2200	6	1
2	"24"	2	4	310000	7	"07"	1	2	2	2	"01"	3	1	1300	5	1
1	"59"	2	2	36000	9	"27"	2	2	2	2	"01"	3	1	100	9	1
2	"48"	2	2	140000	7	"24"	1	2	2	1	"01"	3	3	1900	5	1
2	"47"	9	1	26000	4	"19"	2	1	2	2	"06"	3	1	500	4	2
2	"35"	2	1	99999999999	7	"12"	1	4	2	2	"05"	3	1	9999999.99	6	2
2	"24"	2	1	10000	7	"07"	2	1	2	2	"99"	3	1	500	7	2
2	"59"	2	1	35000	9	"26"	2	1	2	2	"06"	3	2	1000	9	1
1	"24"	2	3	80000	9	"10"	1	1	2	2	"01"	3	1	900	9	1
2	"11"	9	1	99999999999	8	"02"	2	4	2	2	"99"	3	4	9999999.99	8	2
2	"47"	9	99	100000	4	"19"	1	4	1	2	"03"	2	1	900	7	2
1	"35"	2	2	67500	8	"16"	2	1	2	2	"01"	3	1	500	9	1
1	"35"	2	2	105000	9	"12"	1	4	2	2	"05"	3	1	1000	9	2
2	"48"	2	99	99999999999	8	"24"	1	1	2	2	"99"	3	2	9999999.99	8	1
2	"12"	9	3	62500	5	"03"	1	2	2	2	"99"	1	1	600	2	1
2	"11"	9	1	35000	9	"02"	2	1	2	2	"06"	3	1	1000	9	2
2	"35"	9	99	99999999999	8	"13"	9	2	1	2	"03"	3	1	9999999.99	7	9
2	"46"	9	99	110000	6	"17"	9	2	2	1	"01"	3	2	2500	6	1
1	"48"	1	1	99999999999	4	"22"	1	2	2	2	"06"	3	1	9999999.99	4	1
2	"12"	9	4	95000	6	"04"	1	2	2	2	"01"	1	1	1000	4	1
2	"48"	9	99	99999999999	5	"22"	9	2	2	2	"03"	2	2	9999999.99	5	2
2	"46"	9	1	75000	8	"17"	2	1	2	2	"06"	3	1	900	6	2
1	"47"	9	1	72500	4	"21"	1	2	2	2	"01"	2	3	2500	7	1
1	"59"	2	3	155000	7	"25"	1	2	2	2	"02"	2	2	1500	8	1
1	"48"	1	2	130000	7	"23"	1	1	2	2	"03"	3	1	1100	6	2
2	"46"	9	2	100000	8	"18"	1	1	1	2	"01"	3	1	2000	8	1
2	"35"	1	2	75000	1	"15"	1	2	2	2	"04"	3	2	1300	4	2
2	"35"	2	3	99999999999	9	"13"	1	1	2	2	"99"	3	1	9999999.99	7	2
1	"13"	9	2	40000	7	"05"	2	2	2	2	"01"	3	2	400	6	1
2	"48"	2	1	35000	7	"24"	2	2	2	2	"01"	3	1	700	7	1
1	"13"	9	2	340000	7	"06"	1	2	2	2	"01"	3	2	800	7	1
2	"12"	9	99	99999999999	7	"03"	1	2	2	2	"06"	3	3	9999999.99	2	2
1	"48"	2	1	60000	7	"23"	1	2	2	2	"06"	1	4	800	99	2
1	"11"	9	1	14000	4	"02"	2	3	1	2	"99"	2	3	600	4	2
2	"35"	2	99	38000	4	"14"	9	2	1	1	"05"	1	2	400	4	2
1	"13"	9	2	37000	8	"06"	2	2	2	2	"03"	3	1	800	7	2
1	"24"	2	2	87500	9	"10"	1	2	2	2	"06"	2	2	900	7	2
1	"35"	2	2	45000	9	"16"	2	2	2	2	"01"	3	2	1200	8	1
1	"35"	9	99	62500	5	"11"	1	2	2	2	"05"	2	2	1300	6	2
